,sentence,label
831,自从为收集喝彩杯就开始经常去麦当劳了，尤其是辣鸡翅吃的是不亦乐乎。加上维洛城一直有优惠券，麦当劳也成了比较实惠的地方。,0
832,很爱吃蛋挞  也是在点评网上看到的  去千佰汇看电影  买了几个蛋挞  很好吃 后来每次去看电影都要买上几个蛋挞解解馋,1
833,本来想到鼓浪屿再吃的，但既然看到了，就先把它吃了\n依旧排队ing，中山路和上海的南京路差不多，只能说有过之而无不及\n本来想买两个的，后来觉得太寒酸，就买了五个\n做的蛮细致的，一层裹着一层，虽然还算不错，但没有期望的那么好\n留着两个第二天吃，味道那就一踏里格糊涂了,0
834,在这边团购了两次，就是焦糖布丁啊什么的，外带的话要加钱。那个小瓶子倒是蛮不错的。平时去这边都没什么人的，之前去吃了一次，感觉味道一般。。,1
835,刚开出来的时候是做西式套餐的，一套里面东西还挺多，我还觉得那个小面包松松软软的挺好吃的-0-\n价钱也不贵，那时候他们每逢新店开张，送券什么的等于买一送一，相当划算啦\n现在嘛也有中式的点心之类的，品种蛮多的，随便吃吃都是可以的\n店里有电视，可以看看电视剧综艺和比赛啥的，挺好消磨时间的-0-,0
836,我不怎么去这里买东西，但是也去过。整体给我的感觉一般。但是价位方面比华冠要好。服务的话，我就不敢恭维了！！所以我去的很少！！,0
837,超级超级超级好吃的\n现在想着还流口水\n55555555，我要回北京啊\n这家是一盒一盒卖的\n当时不知道怎么样，怕吃不了\n就只买了一盒腐竹\n现在写很多点评都早忘记味道了\n半年过去了，我居然还记得这个\n可想而知有多么好吃了\n真的上瘾，跟里面放了毒品似的，哈哈哈\n辣度咸度都特别合适\n总之就是欲罢不能\n等回北京我买它几十盒的，哈哈,1
838,非常喜欢他们家的奶茶，3块钱的价格，但是口味非常的保证。很香，很浓。糕点的价格也很实惠，很亲民。我只要一逛昌里路就必定会去光顾的，还推荐的很多朋友都去试试。他们都说很小资很优雅的一家店，还能免费上宽带。在昌里路算是最好的一家糕点奶茶店里。二楼还有西餐。座位也很舒服，都是卡式的沙发。推荐蛋挞，奶茶，提拉米苏，蛋包堡。,1
839,一家看起来还算是干净整洁的小店，面的种类不少，价格也不是很贵，分量也很足，算是性价比蛮高的喽，随便吃吃还是不错的。,0
840,与女儿来解决午餐，门口排队候位的人有一些，点选三鲜汤面、番茄鸡蛋面各一份，可以加面（2元／半份）加荷包蛋、卤蛋、素鸡、狮子头等浇头。面的味道还行。,0
841,看了点评慕名去的，才不过下午2点，一开门就被告知厨子休息了中午，不接待。态度不怎么好，地方也很小。不知道为什么那么多人推荐.....不会再去,0
842,先纠正下楼下的亲~~马尼拉机场共有三个，\nT1是给外航的，T2是只有菲律宾航空公司\nT3是宿务太平洋航空公司和飞龙航空。。。\n有在马尼拉转机的亲们注意了。\n=============\n飞机上的空乘多多少少会说些中文，人很NICE\n不喜欢他家老是计划性延误~~\n从上海出发去菲律宾，只有三家航空，菲航的起飞时间算是可以的，其他2家都是晚上的，5J更是红眼航班。。当然。价格也相对其他2个少许贵了些。\n如果带宝宝飞的话，建议乘菲航。。。如果没有小孩子自助游的话，个认为还是5J的和飞龙的实惠点~~~,1
843,优胜南路的店很多\n这家店就在皮皮鲁旁边\n开了很多年了\n经营的都是四川特色小吃\n担担面 四川凉面之类的\n凉面推荐的人很多 但是个人认为凉面太硬 不好嚼\n担担面分大小碗 大碗7块 小碗5块 味道不错\n比较喜欢吃渣渣面 小碗的就够了\n味道跟担担面很相似 面是软软的湿面条\n还有很多凉菜可以选择 怪味鸡吃的人挺多\n我不太喜欢他家的凉菜味道\n酸奶好喝 都是牛丰的酸奶 为什么川府的就很香甜\n童记的就酸酸的 特别奇怪\n牛肚好吃 5块20串 羊肉串吃着不像羊肉味\n是在油锅里炸的 不像是烤的5元5串\n每次去吃饭 都有几个女人在出饭口在聊天\n女老板也悠哉悠哉的 很安逸 可能这就是四川人的特性吧,1
844,一直都算是味千的忠实客户，但这次提价以后，发现价格涨了的同时料也变水了，烧牛肉饭里面牛肉都变鸡蛋了，感觉受骗了。对味千很失望，不知道是不是只有大洋店是这样，以后至少不去大洋这家了。,0
845,外观太不起眼了，门面小，门更是特别小，虽然从外面橱窗也能看到摆放的酒类，不过开始我一直以为是餐厅和酒吧。进去看了以后觉得一般，气氛营造的还行，酒的数量不多不少，档次都是比较高的，不过价格和外面商场比没有什么优势，服务态度还不错，总之感觉是那种小规模但高收入者会去的地方，要流行是不太可能的。,0
846,110326\n昨天听完报告，跟阮去他家吃的晚饭，第二次吃四海游龙。我点了锅贴（4.5RMB）、小馄饨（5RMB）跟香酥鸡（7RMB），他点了锅贴（4.5RMB）、小馄饨（5RMB）跟酸辣汤（6RMB）。锅贴好像涨价了？酱料才是重点，小馄饨还不如沙县好吃，香酥鸡量不多。早知道，应该点酸辣汤或者牛肉面的，失误了。,0
847,就冲虾饺去的，没失望。豉汁凤爪，这个也是必点。脑袋抽筋点了一个鱼丸汤粉，太失败了，粉煮过头了，汤一点也不鲜。碰上婚宴，被安排在一个偏厅，服务员好像都挺忙的。,1
848,那天我和几个朋友逛街，玩累了就想随便吃吃，沙县小吃可以说到处都看的见，但没有一次进去过，可以说这是第一次了，于是抱着试试的心理进去了，一进吧感觉卫生还可以，看了看菜单好像多数些面了，馄饨，于是我就要了一份酸菜面，朋友要的是鸭肉面，和肉丝饭，这里的面感觉有点咸，可能是我口味比较轻，吃不得咸的辣的\n看面条很细，就像外面买的粗一些的挂面自己煮的一样，酸菜不错，吃着酸酸的，朋友问了吃着如何，他们都说凑合凑合，就是这样一个店，价格不贵，随便吃吃，也可能是我们没有尝到馄饨吧，开的店还挺火,0
849,没见过这么差的店。。以后再也不会去了\n初五和BF以及他爸妈一起去的，要个调料一直跟我们说要加钱加钱，还那么慢不给我们上炭炉\n问服务员一些问题，一概回答不知道，不知道么我们也能理解，毕竟过年，店里招不到人，全是找的小时工。我男朋友妈妈问服务员要个热水，那么多服务员站那边无动于衷，一个个推脱，害的我们好好地心情全部被破坏，要投诉她们也不怕的。还好后来有个小男服务生比较好，虽然不关他的事，不过他一直在那边给我们陪不是，哎。。。。。,0
850,离家近嘛 最长来的一个吉野家店了\n大牛小牛最爱也最经典 吃了两回双拼也没觉得多多少东西\n后来发展到买俩小牛只吃一碗里面的米饭\n一般会再来块DQ冰淇淋蛋糕~ 分切12元的那种 因为只有配送的冰淇淋蛋糕放在冰柜里 没有暴风雪……,1
851,离我家最近的85度C了\n原来一直去给老婆买面包\n我蛮喜欢吃凯撒大帝的，量很足，不过容易吃厌\n老婆比较喜欢吃CHEESE球 枫糖方块 软香蒜等等\n因为吃得太多了，最近去的少,1
852,约apple下午2点，我2点一刻到的，结果洗完头又等了1个小时。。。汗 等的都块睡着了\n洗头小弟洗的蛮认真 洗了两遍 用护发素时也是小心翼翼的 不错 \napple其实是有实力的 但是 哎 还是没剪好 剪发是剪刀声在耳边环绕 貌似很利落的样子 实际剪出来效果一般 特别是流海 特地留长了想好好剪一下的 结果把我弄成小盆友了。。。sigh\n办卡100当场不能抵的 而且以后也不能从中扣钱 =花100买个会员名额 而且以后每次8折 送5张10元现金抵用也必须分5次抵 再送护理2次 算下来也没便宜多少 还被套牢 最后没办\n这家店应该是私人开的 因为没有pose机 \n下次应该不会再去了 还是找宛平路上京式的Anson吧,0
853,和老同学一起去聚聚，有很多半价的菜肴，消费50元以上可以享有3只半价的，环境不错，服务员也挺热情的，菜肴还是比过去没有装修的时候要贵好多，味道还是不错的。,1
854,也是一家老店了，在王顶堤桥下，每天晚上人还挺多，超喜欢羊排，鱼也不错，好几次自己一个人，若干串，一个烧饼，一个饮料，喝啤酒，警察叔叔不同意，哈哈,0
855,还没去过，看到网上推荐，先占个位子，呵呵，一定要去吃的，吃了再具体说哈吧。\n期待中哦，但是据我的经验，隆昌的羊肉汤一定是很不错的哦。,1
856,进去 感觉装修没想象中那么完美 很简陋 不过只能说还行吧 菜口味都算中等 这个价钱这样菜算可以了 希望下次去他们总店 能有意外的更多的武林元素,0
857,各式料理都有，靠近川大南门和西门，有干锅，西餐，火锅，烤鱼各类，环境总体来说一般，人多，比较拥挤。服务生态度真的都很一般，有些小店反而更好一些。但吃起来还过得去。,0
858,吃过两次，和同事去吃的工作餐，两次吃的都是牛肉面，味道还不错，酸梅汤也还可以。但是中午人超级多，服务员的素质函待提高。,0
859,老公接我下班，在附近等我，我们就去了这家；来过一次，算是粤菜口味吧！他家做的叉烧一类的比较是味儿，其他一般。感觉偏贵，菜量不大。有一门直通新世界青春馆，逛商场方便。,0
860,点评网团购券价值299元的湘乐汇超值美食套餐。99元超级值量也很大。\n- 酸辣蕨根粉（1份，价值18元）---量大 第一口上去觉得好辣 后来吃了其他喇的菜之后再回来吃就比较能适应了 味道也很好的 最后打包了一大半\n- 口水鸡（1份，价值28元） 量足 味道就是口水鸡统一的味道\n- 香芋蒸排骨（1份，价值39元） 这个比较后面上来 香芋很糯很粉 排骨不太酥就是说 味道不错\n- 乐汇串串虾（1份，价值38元） 还行 虾不多 味道还不错\n- 干锅牛蛙（1份，价值68元） 这个量挺大的 但是感觉用啤酒烧的 一开始吃不习惯 因为别家做的干锅牛蛙不是这种味道 后来下面一直加热着 味道也就习惯了 也蛮好吃的\n- 剁椒鱼头（1份，价值48元） 最后一个上来的 吃的撑死了 就夹了几块全部打包了 鱼头里还有乌冬的 太饱了一根都没吃\n- 干锅手撕包菜（1份，价值26元） 这个入味 很下饭\n- 鲜菌三鲜汤（1份，价值26元） 这个汤不太满意 很清 里面也没几根金针菇 而且还放火腿肠充数 我最讨厌吃火腿肠啦 一看到就想到瘦肉精什么的 感觉汤的鲜味都是用火腿肠吊出来的\n- 米饭、茶水（4份，价值8元） 我们去了3个人 所以就3份\n值得一提的是那里有几个小fo子是暑期打工的小弟弟 穿湘乐汇logo的文化衫的 态度超级好 很是喜欢 一看到就想到了自己弟弟 憨憨的 一问果然不是正牌服务员 因为服务员基本上不会像他们这么真诚的热情的 不过那里服务员相比其他店不错了\n周二的晚上上座率也是很高的 上菜速度一开始很快 后来就慢了点 饭催了很久才来的 最后打包了3个菜 吃的很满意 下次有团购还买 哈哈,1
861,同学朋友一堆人聚会在这里吃的。\n环境很好，要了一个包间。服务业不错。\n价格稍微偏贵一点。\n本人对韩国菜也就对那个铁板煎的肉比较有点兴趣，其他菜都无视了。\n味道感觉一般吧，没有遇到能让我惊喜的菜品……,1
862,4个人，3份特色面，一份红烧三太面，一份卤水拼盘（大），一共156块。\n生意不错呢，真是难得，大概1点多时候进去，差不多坐满。\n面呢我倒觉得一般，不太对我胃口，那个拼盘我太爱了...特别是蘸料啊...小辣椒巨辣，但据好吃！,1
863,"基本上每次去HK都会去,在我第一次出差去HK的酒店边上,那时候就很好奇为什么总是有人在等位,跟必胜客似的.问了香港的同事才知道,香港人喜欢日料,而且这家性价比口味也很好.\n这次天气不好,去的也早(6点多),一个人位置不一会儿就等到了.店很小,人很多,基本上都是港人,秩序服务很不错.东西还是一样的好味道,几十分钟后我满足了...",1
864,淮海路上除了火锅店外，店铺标识比较明晰的一个店铺了，进店后尝了扬州炒饭，相当正宗啊，绝对的美味，比我们北方的好吃多了。就是感觉比较贵，一份需要15元,1
865,"好像很久很久以前吃的时候味道还蛮好的,后来就不怎么样了,上个月路过的时候又吃了一下,要了份炒面,很怀念的味道,有以前高中时学校附近的一家店的味道,好的,吃面的时候还和同桌的一位大叔聊了聊家常,感觉还蛮好的",0
866,怎么说呢，我就是冲着炸灌肠去的，结果不是我想的外焦里嫩型，是薄厚不均型...薄的很脆，厚的很软...有点不过瘾，看来我的寻觅炸灌肠之路还要继续走下去了。。。,0
867,昨儿个和小岩医生吃饭。虽然么公司身处火车站，但还从来没和朋友在这吃过，所以依照小方的推荐，吃741天天经过的这家。\n点了菲力牛排、金枪鱼色拉、水果茶、金枪鱼三明治（兔子爱fish，哈哈）。\n菲力牛排要了6分熟的，有点老，不过味道是还可以的，尤其喜欢煎牛排的酱汁，哈哈。牛排旁边点缀的小玉米很有喜感。配菜通心粉味道也不错。配的例汤可以自己选，偶们要的玉米浓汤，味道挺浓的，不过偶感觉少了点奶味。\n色拉么。。不功不过。。中间的土豆泥里面竟然放糖，这味道和金枪鱼混在一起是多么怪异啊。@_@生菜的大叶子就这么的在盆子里舒展着，也太大张了，切切小会更受欢迎的哟。紫甘蓝量太少，纯粹摆设的，哈哈。\n水果茶不错不错哒，要不是赶时间估计我还会要在里面兑点水，因为太甜了。建议店家下次可以上俩杯子，毕竟是论壶卖的咩。\n三明治最喜欢，哈哈！稍稍烘烤过的吐司、番茄、金枪鱼、生菜，量刚刚好，很不错哒。\n服务其实是不错哒，几个小姑娘都很耐心哒。就是偶不大喜欢吃东西时，面前有一排人站着，感觉很惊悚= =虽然店里确实不大忙，也不用就站在顾客面前看着顾客吃饭吧啊。。还是我们吃饭吃的太行为艺术了？Orz...,0
868,环境好，价格也不便宜。味道还可以吧，调料自己配，还不错，感觉很时髦的一家店，但是作为火锅店也没什么特别之处。\n位置很好，所以人挺多的。\n飞饼挺好吃的,1
869,下午一点多去的，人不多，位置太偏僻了在那层走了两圈才找到…现在还有八折或者寿司刺身买一送一，要主动问服务生～\n点了cctv沙拉，三文鱼和北极贝刺身，牛肉火锅，照烧柠檬鸡，寿司点了秋天的童话和加州卷…\n沙拉还不错酸甜口的比较清爽\n生鱼片很新鲜，切的很厚，北极贝超好吃，有嚼头，很鲜香，大爱\n柠檬鸡略咸，但味道还不错鸡肉很嫩\n火锅小小一分，可以加汤，汤是甜口的，牛肉沾生鸡蛋吃很嫩滑，豆腐煮久了味道进去了很好吃\n寿司量还挺大的，秋天的童话酱汁很多，类似千岛酱，吃起来味道很丰富，死党说像章鱼小丸子…加州卷吃了没啥印象，不难吃就对了～\n参加买一送一俩人吃了260～很撑～服务不错，温和客气，会耐心解答问题～以后会再去尝尝别的,1
870,家乐福的东西还是很多，地方也比较大。\n每天这里的人都是很多。\n顺便的时候都会去买一些东西，价格还可以。\n性价比不错。日常生活的东西还是不错的。,1
871,没什么特别好吃的 也就是那个味 众人点评实在有水分 一般一般还是一般 随便吃吃随便吃吃 没什么特别的菜值得推荐 不过价格还算便宜 。。。,0
872,以前在那边上班的时候老去吃，味道真是不错啊，价格也不贵，公司招待客人也是定点去那里。现在中午还有套餐，蛮实惠的。,1
873,和姐姐一起去的，买了生煎和春卷各一份，他家的生煎真的是很好吃啊！肉汁很鲜，肉也够大，主要是生煎的底很好吃。。。至于春卷，唉，表皮实在是太硬了啊！,1
874,店员哥哥态度很好，一问三回答，奶粉加茶汤制作的奶茶，味道属于般般的程度，刚到手那会儿简直要烫到手心起泡。一想到冬天，北风呼呼吹，到时候来上这么一杯热奶茶就最最好了，而且量又那么足，美翻。,0
875,在北辰时代地下一层，是和朋友吃饭的时候看见的，进去逛了一圈，东西还挺全的，里面人不多，平时我也很喜欢逛屈臣氏，里面有的东西挺特别的，但是确实有点不值，很少买那些看着好看，质量一般的东西，只是逛逛而已，哈哈。。。。,1
876,这家店也开了有些时候了，但查过小肥羊的网站，并没有发现它的任何信息，不知是没有录入，还是其他原因。\n提前订的包厢，被告知如果不能在按时时间来就会取消，但店内的生意也不是很旺。正处在夏秋之季，如果平时不开空调，温度正好，但吃火锅后，尤其是在包厢里，那温度的就太高了。和服务员说了多次才开启了中央空调。\n这里分为自点和39元的自助，但小料和一些海鲜类并不包括再内，我们选择的单点，但价位早已超出自助了。这里的菜的量都很少，也继承了南方菜品的“精致”，小料也是非常“精致”的，让土生土长的南方人都有些不适应了。\n菜品和牛羊肉都是非常新鲜，但吃到后来我想起，小肥羊以前不都是不用沾料的吗？这里为什么不一样，还需要调料。心中产生一丝怀疑，今日在网站没有查到更是怀疑他的真实性了。,0
877,这家店是新开的，第一次和朋友来一起吃饭，还是很好的，环境比较不错，服务业很周到。最让我喜欢的是这里没有那么多的人，外卖很多，店里的人很少！饭的味道就一般，呵呵,1
878,菜量少，菜还是小贵的，烧鹅半只140，一条鱼油浸毛400~\n只能说少而精啦。。。\n百叶什么蔬菜的，跟小草一样，绝倒~\n猪脚汤煲的还不错，120的价格~,1
879,人很少  随便吃吃可以了 不贵 就是意面好少 值得一提的是 花生冰沙相当好吃 极力推荐 性价比还是蛮高的,0
880,听说服务比较乱，原来真的很乱，不是一般中式餐馆的点餐服务，是类似于大圆碗的前台点餐，后台上菜式的服务。\n座位不是很多，所以要拼桌，按着桌号上的菜有时候分不清是谁先点的。口味嘛还是不错的，感觉味道比较的地道，韩包也就那么回事，就是一般的包子。这次我是饭后去的，没点炒菜，看到别人点的炒菜还是不错的。担担面很好吃就是汤少了点。下次有机会还要去的。,0
881,因为是跟单位的同事去万达办事情 所以午饭就在那解决了 由于是别人请客所以具体的人均是我估计得来的 先说说环境 因为晚上经常看沈阳台的大话流行 所以对这个店还是有所耳闻的 环境不错 偏小资 屋里有水晶链 座椅也很舒适 下面说说菜 我们8个人上桌以后 每个人的盘子里都放了一片面包片 以前我吃川菜没遇到过这样的 后来才知道是吸油用的 我们点了炝白莲 好像是叫这个 我也没有看菜牌 由于离我太远一口都没吃着 水煮鱼 炒豆角 木耳紫甘蓝 还有一个锅 不知道叫什么 里面的青笋很好吃 一个豌豆 一个豆腐 还有四个菜忘了~~总之吃了很多 觉得最好吃的是豌豆和豆腐 水煮鱼也就一般般 没觉得特别好吃~~,1
882,其吃过很多次了，早餐，午餐，宵夜，都吃过了，早餐不太推荐，比较贵，而且他那里的豆腐脑做的像豆花似的，总之不好吃，小吃还比较划算，有一个小碗牛肉比较划算，才三块钱，但是中餐就不怎么特别便宜了。火锅倒是没有吃过的。\n   上菜比较慢，服务员不是特别热情。,0
883,楼上的卡米桑啊，其实就是必胜客的披萨有问题，估计出了质量问题过期了，所以你们拉肚子了，必胜客也就那样吧，网上一搜索拉肚子的真不是个例哦，外卖的味道Just so so吧...,0
884,上次来这儿看电影的时候，一楼有发这里的优惠券，拿那个券可以领5个币，所以就跟蜜来这儿领了10个玩玩儿，环境还可以，但是币是2块钱一个，要是买的花可真贵，我记得小时候这游戏币怎么是1块钱好几个呢，真是什么都涨价啊\n可以玩儿的还是挺多的，比较适合女生玩儿的抓毛绒玩具那个，还有钓鱼那个可以赚币的，还有开车，打鼓什么的，类型倒是挺多的，我俩把10个币玩儿完了之后就走了，也没怎么在那儿逗留,0
885,来说说这次很不愉快的消费经历。是我见过最差最差的一家洗浴场！本来周末因为和家里人去苏州，下午回到上海感觉很累，于是就和妈妈说好去洗桑拿放松一下，拖着疲惫的身体来到家附近的“水上威尼斯” 我们进去之后打算搓背，结果等了1个半小时还没有好，这里的服务员不讲先来后到的次序！ 让我和妈足足等了1个半小时，结果还没有搓背！原因之二是因为我们看到一群YP女（4-5人） 也在搓背的地方，一个女人居然带着个手机在里面玩，包括她（手机主人）我们都是赤裸着身体的！她用塑封袋装着手机，服务员看到也不上前制止！我们见状就走了！然后换完衣服准备去大厅休息，休息室里弥漫着狐臭与烟味！ 我们想找2个人来捏脚，结果还是要等，服务员告诉我们起码20分钟以上，我们当即换完衣服买单就离开了，这种地方再也不会去第二次！太差太差了！,0
886,在上海最喜欢的餐馆是园苑和致真。\n这次到上海，第一件事就是打车去永新坊吃这里的红烧肉和元宝虾。\n味道极好，破例吃了许多肉和虾。\n吃完了这一次，半年之内在北京不会去上海餐馆。,1
887,这家店人很多的，不过东西还是蛮好吃的。常常是在8-1广场逛累了，买点饮料和小蛋糕。不过近期感觉有点涨价了，小贵哦,0
888,现在在团结湖很有人气的一家店，味道不错，而且价格便宜，蛋挞一元一个~经常帮同学带~每次去买店主都会夹几个我没有买的点心放在袋子里，自然是为了让顾客试吃觉得好再来买~不过开业了这么久，人气一直不降，这种习惯还一直保持着~相比于其他有名气了就抠的不行的店~真的很赞~,1
889,这里的菜味道好\n这里的菜很实在\n这里的菜很家常\n外面气势不足，里面装修到位\n不讲排场，不讲地段的话，这里请客很实惠,1
890,饺子据说是现包的，面皮还算筋道。\n本来打算就吃点饺子，老板娘极力推荐，“所有人都喜欢吃的”菜，就点了，然后非得说两个人起码要6两饺子，我们坚持只要3两还有些不高兴。结果我们连3两都没吃完....\n东北菜还是做得太粗了，量还挺实惠。环境就不说了...,0
891,开了蛮久的一家店了，比较正宗的韩国料理的口味，五花肉很入味，石锅拌饭料足，总之吃得挺满足，管他发胖不发胖呢！哈哈。。。,1
892,老是订不到位置，生意超好。场地还是很舒服的，锻炼身体是个不错的地方。停车也很方便，楼下就可以直接停。那里还可以打乒乓。,1
893,一般吧，和同事一起去的，点了很多菜，都忘了，感觉一般\n爆肚一般般，麻酱不好\n熘鱼片很不好吃，中药和鱼片混合味道处理的不是很和谐\n带鱼量很少\n有个凉菜还行，叫竹笋鸭珍，吃起来口感不错，就是竹笋有点少\n银耳雪梨煲太甜\n烤鸭一般\n牛肉一般，没有牛肉味道\n京酱肉丝还行，和别的地方没区别\n大厅太冷,0
894,之前一直光顾宛平南路的C多多，对他家的芒果冰沙印象非常好，\n当时13元中杯，16元那是超级一大杯~\n经过这家店的时候么，心里小激动了下，跑过去买了杯芒果多多，就是芒果冰沙+养乐多，\n16元号称是中杯的大小，可是和以前宛平南路吃的比较起来，好小哦，\n而且养乐多只加了一点点，还呛了很多水，不开心诺。\n口感也灰常一般，\n反正再也不去尝试了~~,0
895,这里基本上是我的午餐根据地了，今天7人老板娘很周到的服务，大个子老板今天穿的象夏威夷，哈哈！黄金饼很好吃，牛蛙牛肉都很新鲜，很嫩的。点不辣的,1
896,上海似乎处处可以看到重庆鸡公煲，不过这也说明了两点：一是鸡公煲的味道还不错，再就是价格实惠。\n偶以前光顾过几次，总体感觉还可以，味道很香。不过这东西不能多吃，因为一辣遮百味，里面东西的好坏真的搞不清楚，现在偶是真的不敢吃了。\n环境和服务嘛，就不要怎么指望了，毕竟就是街头小店。,0
897,住过两次\n同样的房间世博之前139 现在涨到239了\n房间里没有窗户 只有靠走廊的小窗\n隔音效果不好 基本上走廊有人讲话的话听得一清二楚\n适合情侣住\n房间里有一面超大的镜子\n厕所间是透明的\n晚上关灯天花板上还有小星星\n房间还免费送避孕套 +_+晕,0
898,在亲戚家做客，偶然吃到他家的花生糖，很好吃，特意找店买了2斤，顺便也买了他家的酸奶，不比青海的老酸奶差，还是满惊艳的。这算是发展的比较好的本地品牌了，价格不算便宜，但是比起那些大商场里的西点店还是有差距的。看得出来他家在口味和各方面都在努力跟上时代节拍，让我这个对食品那么挑剔的人有这样的评价，已经是相当的不易了，各方面还真是做得不错，以后一定会多支持。,1
899,真的超级好吃的啦，很有内容，虽然小小贵，但是口感很好哦，也不容易腻，今天去吃买两款还送一个栗子泡芙呢 还算划算的~,1
900,这家韩国料理不容易找，停车位也紧张，海鲜土豆饼、烤肉还不错。重装第一次去打了九折还送了一张卡，不过拒绝开发票，这点很不爽。,0
901,很清静的咖啡吧，来北师大培训过很多次一直没注意这家雕刻时光。服务员很有眼力件。咖啡味道中等偏上。在学校附近比较方便,1
902,这家地址位置比较远，在闵行。\n好像是新开发的某个城内。\n是朋友生日请我去晚饭的。\n我觉得口味还可以的。\n晚餐时间，人也不是特别多。\n5个人就占了个圆空桌。\n它火锅调料是自助的。\n口味非常不错，我们几个人在上菜之前，调料就吃了很多。\n推荐菌菇酱。辣酱也不是很辣。\n但是好像没有免费的茶水，还好我们每人都自带了饮料。\n那个套餐里面有牛肉，还不错。\n肥牛也还好。鹅肉也还行。\n另外丸子里面有芝士，值得推荐。吃的很饱。\n印象深刻的还有牛滑。\n金针菇啥的素菜也不少。\n这个套餐真的好合算啊。小胃口的5女生足够了。\n总体口味比较清淡，不油腻的。,1
903,"食友佚名谁谁谁报知, 这家店有上海最赞的bagel, 也有我最爱的Poppy seeds 焙果.\n其实这家小店, 过去只卖Trenchers 三明治, 如今卖的不只是Trencher's 三明治， 还有 Spread the Bagel 品牌的bagel焙果 , 同时还有在沪外籍人员自制另外3大个品牌: Strictly Cookies , Amelia’s, OMGBakery。\n5家联手，简直有点天堂了。非常地道家常的口味，产品都是新鲜自烤的，像妈妈厨房里出来的味道。\n每家的拿手，早餐午餐下午茶：早餐可吃Spread The Bagel, 夹芝士奶酱的bagel， 也可以吃OMG（Oh My God）Bakery烘焙坊的肉桂卷加咖啡，或杯子蛋糕； 中午可吃Trenchers 的三明治， 和Strictly Cookies 的cookies，喝杯Amelia的鲜柠檬汁。\n过去像OMG 烘焙坊，都是要电话订货，现在在这个综合店都可买到了。\n早餐吃饱饱价格不过25,　中午连饼干，50元也能搞定，非常合理。\n要订几打，或开会大量的，请预先订货。\n今天打2支电话, 都无人接听. 这家因为是外籍人家庭小型经营方式，时间比较麻烦，可以上网\nwww.bytheco-op.com 看他们放假的日子。别白跑一趟了。",1
904,昨天为了去对面剪发，看着这家店好像很有感觉就光顾了。看着菜单觉得价格有一点便高，可是等吃到嘴里才觉得的确物有所值！特别是牛肉寿喜锅！还是老板自己来帮我们弄的，我总算也听懂了一句日文！不容易啊…,1
905,给人的感觉就像几个学生自己创业似的，东西不是很正宗。上餐速度比较慢，不知道高峰期会是什么样。东西吧，一般。特点就是不怎么便宜。。。,0
906,装修不错，古朴的风格；服务到位，会及时满杯换碟；但是...但是...味道真的很一般啊 没有带来惊喜 无特别之处 比较适合商务宴请吧,0
907,还没进车库的时候，也就是还在马路上的时候，觉得这地儿环境不错。名儿也不错。停了车，一上楼梯，油腻感就出来毁容了。一楼还有线帘，够雅。二楼层高足够，紫色薄纱窗帘，包房内外暗花墙纸满贴，大型水晶灯闪烁。但隔音效果差，外面有人走路、说笑、上菜都听得一清二楚。卫生间似乎已经改进过了，但这蓝色的门似乎与餐厅整体不搭。。。\n说菜吧。可能因为我带着病体品尝，个人意见会更加个人，哈。\n翅汤东星斑。招牌菜，够鲜美。还有蔬菜做点缀，很好。但还不够醇厚，不知道舌头自动想起了盆景汇的佛跳墙。\n大王蛇。我一般吃蛇都比较粗心，这回可是认真仔细的吃哦，吃的只剩骨头，难得。\n虾仁。很实在，个大。很Q。不过可能为了追求外形饱满吧，筋不挑的。好吧。\n红烧肉。哎呀，为了减肥，只吃了半块。不过还蛮好吃的呢。\n酒。\n点了干白。名字忘了，记得是店里最贵的那个。不好喝。\n赤霞珠，很好。入口很滑，细腻。\n对不住啊，没好好吃。等有机会身体好了，再来吃吧。,1
908,周末人比较少。透明玻璃门让我找不到入口哈。环境一般了，好彩坐到了沙发。所以十分不解那些个坐在凳子上对着笔记本或听着mp3并流露出安逸表情的同学。是我境界还不高了！,0
909,虹桥火车站出发层3F吃来吃去就这么几家餐厅，\n想换换口味，左看右看，决定到这家千家速食。\n餐厅和隔壁的大娘水饺互通，哪儿有座位坐哪。\n茭白炒肉丝_12元\n肉丝少，茭白多，还夹杂着几根青椒丝，以及几片黑木耳；\n柜台后的店员倒一点都不小气，夹了满满一盘子，递出来；\n12元是较便宜的炒菜，往上还有更高价，水果都要10元。\n烤肉串_3元/串\n点肉串是看到炒菜里的肉丝少，补给一下；\n里脊肉很嫩，味道象极肯德基奥尔良系列。\n蒸蛋_5元/盅\n底部有蒸气一直加热着，蛋蒸的密度不大好，有不多的空心小孔；\n吃起来倒还可以，自己用小碟子舀了点醋倒入蒸蛋，口味好很多。\n白米饭_3元/碗\n见有扬州炒饭等等之类的，直接忽略它；\n老老实实吃白米饭吧，性价比相对较好。\n搭搭菜，吃吃蛋拌饭，看看东西少，\n但确实吃饱了，正好直接下楼坐车。\n类似7+7的快餐，都是拿盘子自选，然后结帐；\n相对7+7，千家的价格就不怎么可爱了，稍贵。\n在新建火车站这种地方，基本能理解其价格定位，\n如在机杨应该更高了吧；空调开的不足，感觉热。,0
